carat,cut,color,clarity,depth,table,price,x,y,z,volume
0.72,Very Good,H,VVS1,59.9,57,3610,5.83,5.86,3.5,119.5733
0.73,Ideal,E,SI2,59.9,57,2059,5.87,5.82,3.5,119.5719
0.71,Premium,F,SI1,60.7,54,2809,5.84,5.8,3.53,119.56816
0.72,Premium,H,VS2,60.7,59,2583,5.84,5.8,3.53,119.56816
0.73,Very Good,H,SI1,62.7,59,2359,5.74,5.77,3.61,119.562478
0.74,Premium,G,SI2,62.7,60,2238,5.78,5.73,3.61,119.561034
0.74,Premium,F,SI1,62.7,59,2553,5.78,5.73,3.61,119.561034
0.71,Ideal,E,VS1,61.4,57,3435,5.81,5.78,3.56,119.551208
0.73,Ideal,D,VS2,61.4,56,3467,5.81,5.78,3.56,119.551208
0.73,Ideal,D,VS2,61.4,56,3528,5.78,5.81,3.56,119.551208
0.72,Ideal,H,SI2,61.4,55,2112,5.81,5.78,3.56,119.551208
0.73,Premium,G,VS1,61.4,58,2841,5.82,5.77,3.56,119.549784
0.73,Premium,G,VS2,61.4,59,2770,5.83,5.76,3.56,119.547648
0.72,Ideal,I,VS1,61,57,2048,5.76,5.83,3.56,119.547648
0.72,Ideal,G,SI2,61.4,56,2297,5.76,5.83,3.56,119.547648
0.73,Ideal,E,VS2,62.2,56,3270,5.78,5.76,3.59,119.521152
0.73,Ideal,E,VS2,62.2,56,3328,5.76,5.78,3.59,119.521152
0.73,Ideal,I,VS2,62.2,54,2335,5.76,5.78,3.59,119.521152
0.73,Premium,G,VVS2,62.2,56,2919,5.79,5.75,3.59,119.520075
0.74,Ideal,G,VVS2,62.2,57,3462,5.75,5.79,3.59,119.520075
0.74,Very Good,D,SI2,62.2,59,2713,5.75,5.79,3.59,119.520075
0.75,Very Good,F,SI1,63.5,56,2372,5.75,5.71,3.64,119.5103
0.72,Premium,D,SI2,60.2,56,2492,5.85,5.82,3.51,119.50497
0.73,Very Good,E,SI1,60.2,60,2564,5.81,5.86,3.51,119.503566
0.73,Ideal,G,VS1,60.9,59,3459,5.79,5.83,3.54,119.495178
0.72,Ideal,F,SI1,60.9,53,2385,5.83,5.79,3.54,119.495178
0.72,Ideal,H,VVS2,60.9,56,3475,5.78,5.84,3.54,119.493408
0.72,Premium,J,SI1,60.9,57,1579,5.84,5.78,3.54,119.493408
0.71,Ideal,H,IF,61.2,56,4007,5.76,5.86,3.54,119.487744
0.71,Ideal,F,SI1,60.9,55,2669,5.74,5.88,3.54,119.479248
0.72,Very Good,E,SI1,63,56,2642,5.73,5.76,3.62,119.477376
0.72,Premium,E,SI1,63,56,2666,5.76,5.73,3.62,119.477376
0.74,Good,H,VS2,63,57,2327,5.72,5.77,3.62,119.475928
0.75,Premium,E,SI2,63,58,2372,5.78,5.71,3.62,119.473756
0.72,Ideal,G,VVS1,61.7,55,3326,5.8,5.77,3.57,119.47362
0.72,Ideal,H,VVS2,61.7,55,3417,5.77,5.8,3.57,119.47362
0.72,Ideal,E,VS2,61.7,55,3427,5.8,5.77,3.57,119.47362
0.72,Ideal,D,SI1,61.7,55,3568,5.77,5.8,3.57,119.47362
0.73,Ideal,E,VS2,61.7,57,3649,5.77,5.8,3.57,119.47362
0.73,Ideal,E,VS1,61.7,57,3758,5.77,5.8,3.57,119.47362
0.73,Ideal,G,VVS1,61.7,57,4182,5.77,5.8,3.57,119.47362
0.73,Ideal,G,SI1,61.7,60,2377,5.77,5.8,3.57,119.47362
0.72,Ideal,G,VS2,61.7,57,2383,5.77,5.8,3.57,119.47362
0.72,Ideal,I,VS1,61.7,54.5,2430,5.77,5.8,3.57,119.47362
0.72,Ideal,F,SI1,61.7,54,2737,5.77,5.8,3.57,119.47362
0.72,Very Good,I,VVS2,61.7,55,2532,5.76,5.81,3.57,119.472192
0.74,Premium,F,VS1,62.5,60,2917,5.78,5.74,3.6,119.43792
0.73,Ideal,G,SI1,62.5,55,2351,5.78,5.74,3.6,119.43792
0.73,Ideal,G,VS2,62.5,56,2586,5.78,5.74,3.6,119.43792
0.72,Ideal,I,VS1,62.5,55,2586,5.74,5.78,3.6,119.43792
0.71,Ideal,E,VS1,59.7,57,3272,5.84,5.86,3.49,119.436176
0.72,Ideal,G,VS1,60.4,57,3478,5.81,5.84,3.52,119.435008
0.71,Ideal,E,VS1,60.4,56,3238,5.8,5.85,3.52,119.4336
0.73,Ideal,D,SI1,61.2,57,2947,5.79,5.81,3.55,119.421645
0.74,Very Good,G,SI2,63.8,56,2423,5.7,5.74,3.65,119.4207
0.72,Ideal,F,SI1,61.2,55,2737,5.78,5.82,3.55,119.42058
0.73,Premium,E,VS1,61.2,58,3311,5.83,5.77,3.55,119.418805
0.73,Premium,E,VS1,61.2,58,3370,5.77,5.83,3.55,119.418805
0.73,Premium,H,SI2,61.2,59,1699,5.83,5.77,3.55,119.418805
0.71,Premium,H,VS1,61.2,57,2572,5.83,5.77,3.55,119.418805
0.73,Ideal,H,VS1,61.9,55,2919,5.79,5.76,3.58,119.394432
0.73,Premium,I,SI2,62,57,1927,5.79,5.76,3.58,119.394432
0.73,Ideal,J,VS2,62,56,2258,5.76,5.79,3.58,119.394432
0.73,Premium,F,SI2,62,57,2329,5.79,5.76,3.58,119.394432
0.72,Ideal,F,SI2,62,55,2422,5.76,5.79,3.58,119.394432
0.72,Ideal,F,SI1,62,55,2737,5.76,5.79,3.58,119.394432
0.73,Very Good,G,VS1,62,57,2825,5.75,5.8,3.58,119.393
0.73,Ideal,I,SI1,62,56,2122,5.75,5.8,3.58,119.393
0.73,Premium,G,SI1,62,58,2163,5.75,5.8,3.58,119.393
0.73,Ideal,I,SI1,62,56,2234,5.8,5.75,3.58,119.393
0.72,Very Good,J,VS2,63.2,60,1814,5.77,5.7,3.63,119.38707
0.71,Very Good,E,VS2,60.7,56,2795,5.81,5.82,3.53,119.364126
0.74,Good,E,SI1,62.8,61,2906,5.74,5.76,3.61,119.355264
0.74,Premium,G,SI2,62.8,57,2109,5.77,5.73,3.61,119.354181
0.72,Ideal,E,SI2,61.4,55,2526,5.78,5.8,3.56,119.34544
0.73,Ideal,F,SI1,61.6,55,2951,5.77,5.81,3.56,119.344372
0.72,Ideal,E,VS2,61.5,56,3601,5.77,5.81,3.56,119.344372
0.74,Very Good,D,SI1,61.5,59,3138,5.76,5.82,3.56,119.342592
0.73,Ideal,I,VVS2,62.3,55,2496,5.76,5.77,3.59,119.314368
0.73,Ideal,I,VVS2,62.3,55,2519,5.77,5.76,3.59,119.314368
0.74,Very Good,H,VS1,62.3,56,2956,5.75,5.78,3.59,119.31365
0.72,Ideal,J,SI1,62.3,56,1864,5.75,5.78,3.59,119.31365
0.72,Ideal,H,SI1,62.3,54,2354,5.78,5.75,3.59,119.31365
0.72,Ideal,E,SI2,62.3,54,2398,5.75,5.78,3.59,119.31365
0.73,Very Good,I,VVS2,62.3,58,2565,5.75,5.78,3.59,119.31365
0.72,Ideal,D,VS1,62.3,54,3622,5.74,5.79,3.59,119.312214
0.71,Good,D,VS2,63.6,54,4289,5.7,5.75,3.64,119.301
0.75,Good,G,SI2,63.6,58,1819,5.75,5.7,3.64,119.301
0.74,Ideal,F,SI2,60.3,58,2295,5.84,5.82,3.51,119.300688
0.74,Premium,G,VS2,60.2,60,2621,5.84,5.82,3.51,119.300688
0.73,Very Good,E,VVS2,60.2,60,3565,5.81,5.85,3.51,119.299635
0.72,Premium,J,VS2,60.2,59,1944,5.85,5.81,3.51,119.299635
0.73,Very Good,F,SI1,59.4,60,2703,5.84,5.87,3.48,119.297184
0.72,Good,F,VS1,59.4,61,2897,5.82,5.89,3.48,119.293704
0.74,Premium,G,SI1,61,60,2553,5.85,5.76,3.54,119.28384
0.74,Good,E,VS1,63.1,58,2824,5.73,5.75,3.62,119.26995
0.74,Very Good,E,VS1,63.1,58,2849,5.75,5.73,3.62,119.26995
0.74,Very Good,F,SI2,63.1,58,1909,5.76,5.72,3.62,119.268864
0.73,Very Good,E,SI2,63.1,59,1975,5.76,5.72,3.62,119.268864
0.73,Very Good,E,VS2,63.1,55,3066,5.77,5.71,3.62,119.267054
0.73,Ideal,D,SI1,61.8,56,3189,5.8,5.76,3.57,119.26656
0.73,Ideal,E,VS2,61.9,55,3275,5.76,5.8,3.57,119.26656
0.72,Ideal,J,SI1,61.8,54,1864,5.76,5.8,3.57,119.26656
0.73,Ideal,G,SI2,61.8,56,2210,5.76,5.8,3.57,119.26656
0.72,Ideal,H,SI1,61.8,54,2359,5.76,5.8,3.57,119.26656
0.72,Ideal,D,SI1,61.8,56,2883,5.75,5.81,3.57,119.264775
0.72,Premium,D,SI1,61.8,58,2718,5.81,5.75,3.57,119.264775
0.75,Very Good,E,SI1,63.1,56,2868,5.78,5.7,3.62,119.26452
0.74,Very Good,D,SI2,63.1,58,2713,5.69,5.79,3.62,119.261262
0.72,Ideal,F,SI2,61.9,54.1,2651,5.73,5.83,3.57,119.259063
0.72,Ideal,F,SI2,61.9,54,2674,5.83,5.73,3.57,119.259063
0.73,Very Good,H,SI1,62.6,58,2377,5.75,5.76,3.6,119.232
0.71,Premium,I,VS2,59.7,60,1923,5.83,5.86,3.49,119.231662
0.73,Ideal,F,VS2,62.6,56,2762,5.77,5.74,3.6,119.23128
0.72,Ideal,D,VS2,60.5,57,3275,5.81,5.83,3.52,119.230496
0.75,Good,E,VS2,62.6,58,3084,5.73,5.78,3.6,119.22984
0.73,Premium,F,SI2,60.5,57,2351,5.84,5.8,3.52,119.22944
0.71,Premium,D,VVS1,59.7,59,4482,5.81,5.88,3.49,119.228172
0.75,Ideal,E,SI2,62.6,55,3129,5.72,5.79,3.6,119.22768
0.73,Premium,E,VS1,61.3,59,2870,5.81,5.78,3.55,119.21539
0.72,Ideal,F,VVS2,61.2,56,3816,5.78,5.81,3.55,119.21539
0.72,Ideal,I,SI1,61.3,56,2351,5.78,5.81,3.55,119.21539
0.72,Ideal,H,SI2,61.3,55,2410,5.78,5.81,3.55,119.21539
0.72,Premium,E,SI1,61.3,58,2666,5.81,5.78,3.55,119.21539
0.71,Ideal,E,SI1,61.3,57,2704,5.81,5.78,3.55,119.21539
0.72,Ideal,G,VS1,61.3,56,3102,5.77,5.82,3.55,119.21397
0.73,Premium,E,SI1,61.3,58,2821,5.83,5.76,3.55,119.21184
0.73,Very Good,E,SI1,61.3,58,2871,5.76,5.83,3.55,119.21184
0.72,Ideal,E,SI2,61.3,55,2401,5.75,5.84,3.55,119.209
0.72,Ideal,F,SI1,62,55,2737,5.76,5.78,3.58,119.188224
0.73,Ideal,E,VVS1,62,56,4830,5.75,5.79,3.58,119.18715
0.72,Ideal,F,SI2,62,55,2224,5.75,5.79,3.58,119.18715
0.72,Ideal,G,VS2,62,56,2383,5.75,5.79,3.58,119.18715
0.72,Ideal,H,VS2,62,56,2443,5.8,5.74,3.58,119.18536
0.73,Good,F,SI2,63.4,55,2023,5.71,5.75,3.63,119.181975
0.71,Very Good,E,VS2,60,59,2881,5.84,5.83,3.5,119.1652
0.72,Very Good,E,VS2,60,57,3550,5.81,5.86,3.5,119.1631
0.7,Very Good,F,VS1,60,57,2767,5.8,5.87,3.5,119.161
0.72,Very Good,E,VVS1,60.8,58,4339,5.79,5.83,3.53,119.157621
0.72,Ideal,H,SI2,60.8,56,2252,5.79,5.83,3.53,119.157621
0.74,Very Good,E,VS2,62.8,58,3323,5.73,5.76,3.61,119.147328
0.74,Premium,G,SI2,62.8,54,2328,5.76,5.73,3.61,119.147328
0.73,Ideal,E,SI2,62.8,55,2431,5.73,5.76,3.61,119.147328
0.74,Very Good,H,SI2,62.8,59,2198,5.72,5.77,3.61,119.145884
0.72,Very Good,H,VS1,62.8,56,2206,5.72,5.77,3.61,119.145884
0.73,Ideal,H,SI1,62.8,57,2330,5.77,5.72,3.61,119.145884
0.72,Ideal,I,VVS2,61.5,58,2594,5.78,5.79,3.56,119.139672
0.72,Ideal,D,SI1,61.5,54,2804,5.77,5.8,3.56,119.13896
0.73,Ideal,G,VS1,61.5,56,3270,5.8,5.77,3.56,119.13896
0.72,Ideal,F,VS1,61.5,56,3759,5.77,5.8,3.56,119.13896
0.72,Very Good,H,SI1,61.5,56,2277,5.77,5.8,3.56,119.13896
0.72,Premium,H,SI1,61.5,56,2398,5.8,5.77,3.56,119.13896
0.73,Very Good,G,SI1,61.5,59,2402,5.76,5.81,3.56,119.137536
0.74,Good,G,VS2,64.2,53,2322,5.72,5.69,3.66,119.121288
0.74,Ideal,E,SI1,62.3,58,2872,5.74,5.78,3.59,119.106148
0.73,Ideal,J,VS2,62.3,55,2101,5.74,5.78,3.59,119.106148
0.75,Premium,H,SI2,62.3,57,2234,5.79,5.73,3.59,119.104353
0.72,Ideal,F,VS2,60.3,56,2724,5.84,5.81,3.51,119.095704
0.74,Good,G,SI1,63.6,58,1865,5.73,5.71,3.64,119.094612
0.71,Very Good,E,SI1,60.3,58,2570,5.8,5.85,3.51,119.0943
0.72,Premium,E,SI1,59.5,59,2732,5.87,5.83,3.48,119.092908
0.72,Ideal,D,VS2,61,55,4082,5.79,5.81,3.54,119.085246
0.7,Ideal,E,VS1,61.3,54,2978,5.77,5.83,3.54,119.082414
0.73,Premium,H,VS2,61,58,2496,5.76,5.84,3.54,119.079936
0.73,Premium,H,VS2,61,58,2519,5.84,5.76,3.54,119.079936
0.73,Very Good,G,VS1,61,60,2708,5.76,5.84,3.54,119.079936
0.72,Ideal,H,SI2,61.8,55,1814,5.79,5.76,3.57,119.060928
0.73,Very Good,E,SI2,63.2,60,2335,5.76,5.71,3.62,119.060352
0.75,Premium,I,SI1,62,60,2273,5.8,5.75,3.57,119.0595
0.73,Very Good,G,SI1,59.8,61,2330,5.83,5.85,3.49,119.028195
0.71,Ideal,F,SI1,59.8,53,2838,5.86,5.82,3.49,119.027148
0.72,Very Good,G,VS1,60.5,57,2919,5.8,5.83,3.52,119.02528
0.72,Premium,F,SI2,60.5,59,2298,5.83,5.8,3.52,119.02528
0.72,Ideal,D,SI1,60.5,56,3550,5.79,5.84,3.52,119.023872
0.74,Premium,E,SI2,62.6,58,2594,5.73,5.77,3.6,119.02356
0.74,Premium,E,SI2,62.6,58,2617,5.77,5.73,3.6,119.02356
0.72,Premium,D,SI1,62.6,54,3048,5.78,5.72,3.6,119.02176
0.72,Ideal,F,VS2,61.3,56,3151,5.78,5.8,3.55,119.0102
0.72,Ideal,E,VS2,61.4,56,3601,5.78,5.8,3.55,119.0102
0.72,Ideal,G,VS2,61.3,56,2960,5.77,5.81,3.55,119.009135
0.72,Ideal,E,SI1,61.3,56,2731,5.77,5.81,3.55,119.009135
0.71,Premium,H,VS2,61.3,58,2169,5.76,5.82,3.55,119.00736
0.73,Ideal,F,SI1,62.1,55,2822,5.75,5.78,3.58,118.9813
0.73,Ideal,G,VS1,62,55,3342,5.74,5.79,3.58,118.979868
0.73,Ideal,F,VVS2,61.9,55.2,3888,5.74,5.79,3.58,118.979868
0.73,Ideal,E,SI2,62.1,56,2467,5.74,5.79,3.58,118.979868
0.73,Ideal,E,SI1,62.1,59,2523,5.74,5.79,3.58,118.979868
0.73,Ideal,G,SI1,62.1,56,2654,5.74,5.79,3.58,118.979868
0.72,Ideal,F,SI1,62.1,55,2440,5.73,5.8,3.58,118.97772
0.71,Ideal,I,VS1,60.9,55,2525,5.8,5.81,3.53,118.95394
0.72,Ideal,G,SI1,60.7,56,2776,5.79,5.82,3.53,118.953234
0.72,Ideal,E,VS2,60.8,57,3091,5.79,5.82,3.53,118.953234
0.72,Ideal,F,SI2,60.8,56,2674,5.82,5.79,3.53,118.953234
0.72,Premium,I,SI1,60.8,58,1858,5.83,5.78,3.53,118.951822
0.72,Ideal,E,SI1,60.8,55,2869,5.77,5.84,3.53,118.949704
0.75,Premium,J,SI2,62.9,56,1588,5.76,5.72,3.61,118.939392
0.72,Very Good,E,SI1,62.9,54,2567,5.72,5.76,3.61,118.939392
0.71,Very Good,E,VS2,62.9,55,2590,5.72,5.76,3.61,118.939392
0.72,Ideal,E,SI1,62.9,54,2590,5.76,5.72,3.61,118.939392
0.71,Ideal,E,VS2,62.9,55,2613,5.76,5.72,3.61,118.939392
0.73,Ideal,F,VS1,62.9,56,3135,5.71,5.77,3.61,118.937587
0.73,Very Good,G,VVS1,62.9,59,3606,5.7,5.78,3.61,118.93506
0.73,Ideal,I,VS1,61.6,55,2596,5.77,5.79,3.56,118.933548
0.72,Ideal,H,VS1,61.6,55,3133,5.76,5.8,3.56,118.93248
0.73,Ideal,D,VS2,61.6,56,4134,5.76,5.8,3.56,118.93248
0.73,Good,E,VS2,64.2,54,2912,5.68,5.72,3.66,118.911936
0.73,Ideal,I,SI2,62.4,56,2218,5.74,5.77,3.59,118.900082
0.73,Ideal,D,SI2,62.4,56,2683,5.74,5.77,3.59,118.900082
0.73,Ideal,D,SI2,62.4,56,2707,5.77,5.74,3.59,118.900082
0.72,Very Good,H,VVS2,60.3,56,2771,5.81,5.83,3.51,118.891773
0.72,Premium,E,VS2,60.3,59,2822,5.84,5.8,3.51,118.89072
0.71,Ideal,E,VS2,60.3,56,3217,5.8,5.84,3.51,118.89072
0.71,Ideal,E,VS2,59.5,57,2982,5.86,5.83,3.48,118.890024
0.71,Ideal,E,VS2,59.5,57,3035,5.83,5.86,3.48,118.890024
0.75,Good,F,I1,64,59,1013,5.78,5.62,3.66,118.889976
0.71,Very Good,F,VS2,59.5,58,2918,5.82,5.87,3.48,118.888632
0.71,Very Good,F,SI2,59.5,58,2129,5.82,5.87,3.48,118.888632
0.71,Very Good,I,VVS2,59.5,60,2400,5.82,5.87,3.48,118.888632
0.71,Ideal,E,SI2,59.5,57,2511,5.87,5.82,3.48,118.888632
0.72,Ideal,D,SI1,61.1,56,2891,5.78,5.81,3.54,118.879572
0.72,Ideal,E,VS2,61.1,56,3601,5.78,5.81,3.54,118.879572
0.72,Ideal,E,VS1,61.1,57,3947,5.78,5.81,3.54,118.879572
0.72,Ideal,E,SI2,61.9,55,2398,5.76,5.78,3.57,118.855296
0.74,Very Good,G,VVS1,63.2,56,3328,5.74,5.72,3.62,118.854736
0.73,Premium,E,VS2,61.9,57,3127,5.79,5.75,3.57,118.854225
0.73,Ideal,F,VVS1,61.9,56,5154,5.75,5.79,3.57,118.854225
0.72,Very Good,E,VS2,61.9,56,2585,5.75,5.79,3.57,118.854225
0.73,Very Good,I,VVS1,61.9,57,2623,5.75,5.79,3.57,118.854225
0.74,Very Good,F,SI2,63.2,58,2042,5.75,5.71,3.62,118.85365
0.72,Very Good,I,SI1,63.2,57,2345,5.71,5.75,3.62,118.85365
0.73,Good,E,SI1,63.2,58,2796,5.7,5.76,3.62,118.85184
0.73,Very Good,E,SI1,63.2,58,2821,5.76,5.7,3.62,118.85184
0.73,Very Good,F,VVS1,60.6,56,3720,5.79,5.83,3.52,118.820064
0.73,Premium,I,VVS2,60.6,58,2496,5.78,5.84,3.52,118.818304
0.73,Premium,I,VVS2,60.6,58,2519,5.84,5.78,3.52,118.818304
0.72,Ideal,E,VS2,62.7,55,2691,5.76,5.73,3.6,118.81728
0.73,Ideal,F,VS2,62.7,58,2939,5.72,5.77,3.6,118.81584
0.74,Premium,E,VS2,62.7,58,3228,5.77,5.72,3.6,118.81584
0.74,Premium,E,VS2,62.7,58,3285,5.72,5.77,3.6,118.81584
0.72,Ideal,D,VS2,62.7,56,3219,5.71,5.78,3.6,118.81368
0.72,Ideal,E,SI2,62.7,57,2345,5.71,5.78,3.6,118.81368
0.74,Very Good,F,SI1,62.7,58,2715,5.71,5.78,3.6,118.81368
0.73,Ideal,E,SI1,62.7,55,2852,5.7,5.79,3.6,118.8108
0.72,Ideal,I,VVS2,61.3,56,2591,5.77,5.8,3.55,118.8043
0.72,Ideal,I,VVS1,61.4,57,2642,5.77,5.8,3.55,118.8043
0.72,Premium,F,SI2,61.3,59,1676,5.81,5.76,3.55,118.80288
0.72,Ideal,G,SI2,61.3,56,2451,5.76,5.81,3.55,118.80288
0.71,Ideal,F,SI1,61.4,55,2427,5.75,5.82,3.55,118.80075
0.73,Ideal,E,SI1,62.2,56,2791,5.74,5.78,3.58,118.774376
0.73,Very Good,D,SI1,62.2,57,2197,5.74,5.78,3.58,118.774376
0.73,Ideal,D,VVS2,62.2,56,4252,5.79,5.73,3.58,118.772586
0.73,Premium,F,SI1,62.2,56,2728,5.79,5.73,3.58,118.772586
0.73,Premium,E,SI2,62.2,55,2256,5.81,5.71,3.58,118.766858
0.72,Good,F,VS2,63.5,55,2700,5.7,5.74,3.63,118.76634
0.72,Very Good,E,VVS2,59.3,60,3374,5.87,5.83,3.47,118.750687
0.71,Very Good,E,SI1,59.3,59,2590,5.83,5.87,3.47,118.750687
0.71,Premium,F,VS2,59.3,56,2840,5.88,5.82,3.47,118.748952
0.73,Premium,E,VS1,60.9,61,3311,5.81,5.79,3.53,118.748847
0.73,Very Good,E,VS1,60.9,61,3370,5.79,5.81,3.53,118.748847
0.71,Ideal,F,SI1,60.9,56,2335,5.79,5.81,3.53,118.748847
0.72,Ideal,E,VS2,60.8,56,3601,5.78,5.82,3.53,118.747788
0.71,Premium,I,VS2,59.3,59,2300,5.89,5.81,3.47,118.746523
0.71,Ideal,E,VS2,60.9,56,3053,5.77,5.83,3.53,118.746023
0.72,Ideal,F,VVS2,60.9,56,3746,5.77,5.83,3.53,118.746023
0.72,Ideal,F,VVS2,60.9,56,3780,5.83,5.77,3.53,118.746023
0.73,Ideal,H,SI1,62.9,58,2377,5.72,5.75,3.61,118.7329
0.73,Very Good,E,SI1,61.6,59,2760,5.77,5.78,3.56,118.728136
0.72,Ideal,G,VVS2,61.6,55,3002,5.78,5.77,3.56,118.728136
0.73,Ideal,G,VS1,61.6,57,3033,5.76,5.79,3.56,118.727424
0.73,Ideal,G,VS1,61.7,56,3525,5.76,5.79,3.56,118.727424
0.72,Ideal,F,VS1,61.6,56,3759,5.76,5.79,3.56,118.727424
0.73,Ideal,G,VVS1,61.6,56,3913,5.76,5.79,3.56,118.727424
0.71,Ideal,F,VVS2,61.6,54,4167,5.76,5.79,3.56,118.727424
0.72,Premium,G,SI2,61.6,55,2364,5.79,5.76,3.56,118.727424
0.72,Ideal,I,VS2,61.7,56,2650,5.75,5.8,3.56,118.726
0.72,Ideal,D,SI1,61.6,55,2731,5.75,5.8,3.56,118.726
0.71,Very Good,E,VS2,61.6,56,2630,5.74,5.81,3.56,118.723864
0.73,Very Good,H,VS1,61.6,59,2641,5.74,5.81,3.56,118.723864
0.75,Good,F,VS1,64.4,59,2953,5.67,5.72,3.66,118.702584
0.74,Premium,E,VS2,62.4,59,3108,5.77,5.73,3.59,118.692939
0.72,Ideal,E,SI2,62.4,57,2355,5.73,5.77,3.59,118.692939
0.71,Very Good,D,SI1,62.4,54,2887,5.71,5.79,3.59,118.688631
0.73,Ideal,G,VVS2,62.4,57,3777,5.71,5.79,3.59,118.688631
0.72,Very Good,F,SI2,60.4,59,2158,5.8,5.83,3.51,118.68714
0.71,Premium,F,SI1,60.4,58,2297,5.8,5.83,3.51,118.68714
0.7,Very Good,F,SI2,59.6,61,2039,5.8,5.88,3.48,118.68192
0.72,Ideal,H,SI1,61.1,56,2997,5.78,5.8,3.54,118.67496
0.71,Ideal,F,VS1,61.1,57,3013,5.76,5.82,3.54,118.672128
0.72,Ideal,I,VS2,61.1,56,2337,5.76,5.82,3.54,118.672128
0.72,Ideal,D,SI1,61.9,55,2903,5.78,5.75,3.57,118.64895
0.72,Ideal,D,SI1,61.9,55,2954,5.75,5.78,3.57,118.64895
0.72,Ideal,E,VVS2,62,54.9,4094,5.75,5.78,3.57,118.64895
0.72,Ideal,F,SI2,61.9,57,2058,5.74,5.79,3.57,118.647522
0.73,Ideal,E,SI1,61.9,57,2581,5.74,5.79,3.57,118.647522
0.73,Very Good,E,SI1,63.2,58,2679,5.71,5.74,3.62,118.646948
0.72,Premium,H,SI1,59.9,58,2334,5.85,5.81,3.49,118.619865
0.72,Premium,F,SI1,59.9,58,2742,5.85,5.81,3.49,118.619865
0.71,Ideal,E,SI1,59.9,56,2704,5.86,5.8,3.49,118.61812
0.72,Premium,D,VS2,60.6,57,3205,5.82,5.79,3.52,118.616256
0.72,Ideal,G,SI2,60.8,57,2449,5.79,5.82,3.52,118.616256
0.71,Ideal,J,SI1,60.6,57,2700,5.78,5.83,3.52,118.614848
0.73,Very Good,F,VS2,62.7,58,2939,5.73,5.75,3.6,118.611
0.73,Premium,F,VS1,62.7,56,2961,5.75,5.73,3.6,118.611
0.73,Ideal,H,VS2,62.7,55,2793,5.72,5.76,3.6,118.60992
0.73,Ideal,F,VVS1,62.7,56,3900,5.76,5.72,3.6,118.60992
0.72,Ideal,G,VS2,62.7,56,2578,5.72,5.76,3.6,118.60992
0.73,Premium,J,VS2,62.8,58,1654,5.77,5.71,3.6,118.60812
0.72,Ideal,H,VVS1,61.4,56,3124,5.79,5.77,3.55,118.599465
0.73,Ideal,G,SI1,61.4,58,2630,5.77,5.79,3.55,118.599465
0.73,Ideal,D,SI1,61.4,57,2841,5.76,5.8,3.55,118.5984
0.73,Ideal,E,SI1,61.4,58,2914,5.76,5.8,3.55,118.5984
0.72,Ideal,G,VS2,61.4,55,2952,5.76,5.8,3.55,118.5984
0.72,Ideal,H,IF,61.4,56,3257,5.76,5.8,3.55,118.5984
0.72,Ideal,J,VS2,61.4,57,2099,5.76,5.8,3.55,118.5984
0.71,Ideal,G,SI1,61.4,57,2136,5.76,5.8,3.55,118.5984
0.7,Ideal,E,VS2,61.4,57,2633,5.76,5.8,3.55,118.5984
0.72,Very Good,E,SI2,61.4,58,2688,5.76,5.8,3.55,118.5984
0.72,Premium,I,SI1,60.6,57,1799,5.88,5.73,3.52,118.597248
0.72,Premium,E,SI1,61.4,57,2476,5.83,5.73,3.55,118.590945
0.73,Very Good,I,VS2,62.2,57,2369,5.75,5.76,3.58,118.5696
0.72,Ideal,D,SI1,62.2,56,2804,5.74,5.77,3.58,118.568884
0.73,Ideal,G,VVS2,62.2,55,3127,5.77,5.74,3.58,118.568884
0.73,Ideal,G,VVS2,62.2,55,3183,5.74,5.77,3.58,118.568884
0.73,Ideal,E,VS2,62.2,59,3198,5.74,5.77,3.58,118.568884
0.72,Ideal,D,SI1,62.2,56,3322,5.77,5.74,3.58,118.568884
0.72,Ideal,I,VVS2,62.2,54,2420,5.73,5.78,3.58,118.567452
0.72,Very Good,E,SI2,62.2,59,2401,5.72,5.79,3.58,118.565304
0.72,Very Good,G,VS1,63.5,55,2422,5.75,5.68,3.63,118.5558
0.7,Premium,E,SI1,60.1,58,2349,5.81,5.83,3.5,118.55305
0.72,Premium,F,SI1,60.1,59,2492,5.83,5.81,3.5,118.55305
0.73,Good,I,SI2,63.7,57,1610,5.76,5.67,3.63,118.552896
0.72,Very Good,J,VVS1,60.1,58,2208,5.8,5.84,3.5,118.552
0.72,Very Good,H,VS1,60.1,57,2594,5.79,5.85,3.5,118.55025
0.7,Very Good,D,VS1,59.3,55,4003,5.86,5.83,3.47,118.548386
0.73,Premium,F,VS2,59.9,59,2841,5.87,5.77,3.5,118.54465
0.71,Ideal,H,VVS1,61.1,56,3137,5.78,5.81,3.53,118.543754
0.73,Premium,D,VS2,60.9,59,2947,5.82,5.77,3.53,118.542342
0.71,Good,E,VS1,59.4,61,3464,5.8,5.89,3.47,118.54214
0.74,Premium,H,SI2,60.9,61,1962,5.84,5.75,3.53,118.5374
0.73,Very Good,I,SI2,63,58,2093,5.71,5.75,3.61,118.525325
0.72,Ideal,E,VVS2,61.7,55,4927,5.76,5.78,3.56,118.522368
0.72,Ideal,I,VS2,61.8,55,2918,5.75,5.79,3.56,118.5213
0.72,Ideal,F,SI2,61.7,55,2298,5.79,5.75,3.56,118.5213
0.72,Ideal,F,SI1,61.7,59,2706,5.75,5.79,3.56,118.5213
